age,workclass,occupation,race,sex,education,native-country,marital-status
48,Private,Exec-managerial,Black,Male,Masters,United-States,Never-married
63,Local-gov,Exec-managerial,Asian-Pac-Islander,Female,5th-6th,United-States,Married-AF-spouse
51,Self-emp-inc,Other-service,Amer-Indian-Eskimo,Male,Bachelors,United-States,Widowed
27,State-gov,Handlers-cleaners,Amer-Indian-Eskimo,Male,11th,United-States,Married-AF-spouse
86,Self-emp-inc,Machine-op-inspct,Amer-Indian-Eskimo,Male,Preschool,United-States,Separated
59,Local-gov,Armed-Forces,Asian-Pac-Islander,Male,5th-6th,United-States,Separated
45,State-gov,Machine-op-inspct,Amer-Indian-Eskimo,Female,Some-college,Nicaragua,Married-civ-spouse
34,Self-emp-not-inc,Other-service,Amer-Indian-Eskimo,Male,9th,United-States,Married-AF-spouse
74,Private,Machine-op-inspct,Black,Female,1st-4th,United-States,Widowed
37,Self-emp-inc,Priv-house-serv,Other,Female,11th,United-States,Married-spouse-absent
28,Without-pay,Tech-support,Black,Male,11th,United-States,Married-civ-spouse
82,State-gov,Exec-managerial,Asian-Pac-Islander,Male,9th,United-States,Separated
31,State-gov,Prof-specialty,White,Male,Doctorate,United-States,Widowed
72,Without-pay,Priv-house-serv,Black,Male,Masters,United-States,Never-married
33,State-gov,Armed-Forces,Asian-Pac-Islander,Male,Prof-school,United-States,Separated
63,Local-gov,Exec-managerial,Other,Male,Assoc-voc,United-States,Separated
70,Without-pay,Handlers-cleaners,White,Male,Preschool,United-States,Never-married
87,Self-emp-not-inc,Prof-specialty,Other,Female,Assoc-voc,United-States,Divorced
28,Local-gov,Protective-serv,White,Female,5th-6th,Yugoslavia,Divorced
67,Self-emp-not-inc,Exec-managerial,Black,Male,1st-4th,Hong,Married-AF-spouse
18,Private,Protective-serv,Asian-Pac-Islander,Female,1st-4th,United-States,Married-civ-spouse
31,Local-gov,Exec-managerial,Asian-Pac-Islander,Female,7th-8th,United-States,Married-civ-spouse
71,Private,Transport-moving,White,Female,5th-6th,United-States,Widowed
52,Without-pay,Craft-repair,White,Female,Assoc-voc,United-States,Divorced
23,Federal-gov,Handlers-cleaners,White,Male,Doctorate,United-States,Married-civ-spouse
39,Self-emp-inc,Machine-op-inspct,Black,Female,1st-4th,United-States,Never-married
53,Federal-gov,Sales,Black,Female,10th,Canada,Married-spouse-absent
76,State-gov,Transport-moving,Asian-Pac-Islander,Male,10th,United-States,Married-AF-spouse
81,Federal-gov,Handlers-cleaners,Asian-Pac-Islander,Female,Some-college,United-States,Divorced
54,State-gov,Adm-clerical,White,Male,HS-grad,United-States,Separated
22,Self-emp-not-inc,Priv-house-serv,Amer-Indian-Eskimo,Female,10th,United-States,Separated
50,State-gov,Armed-Forces,White,Male,11th,United-States,Divorced
85,Self-emp-inc,Machine-op-inspct,White,Male,11th,United-States,Married-spouse-absent
75,Self-emp-not-inc,Armed-Forces,Other,Male,7th-8th,United-States,Married-civ-spouse
46,Self-emp-inc,Prof-specialty,Other,Male,12th,Puerto-Rico,Separated
81,Local-gov,Prof-specialty,Black,Male,Assoc-voc,United-States,Married-AF-spouse
42,Private,Craft-repair,White,Female,Masters,United-States,Widowed
34,Local-gov,Tech-support,Asian-Pac-Islander,Male,Assoc-acdm,United-States,Married-spouse-absent
51,Self-emp-inc,Priv-house-serv,White,Male,10th,United-States,Never-married
24,Local-gov,Sales,Other,Female,Prof-school,United-States,Married-civ-spouse
89,Self-emp-not-inc,Sales,Amer-Indian-Eskimo,Female,Masters,United-States,Married-AF-spouse
70,Federal-gov,Armed-Forces,Other,Male,Assoc-voc,Philippines,Married-spouse-absent
89,Self-emp-not-inc,Other-service,Asian-Pac-Islander,Male,HS-grad,United-States,Divorced
71,Local-gov,Other-service,Other,Male,Prof-school,United-States,Never-married
36,Self-emp-inc,Machine-op-inspct,Black,Female,Masters,United-States,Separated
22,Without-pay,Adm-clerical,Other,Female,Some-college,United-States,Divorced
35,Local-gov,Tech-support,Amer-Indian-Eskimo,Female,9th,United-States,Divorced
20,State-gov,Adm-clerical,Black,Male,Masters,United-States,Married-AF-spouse
63,Self-emp-not-inc,Armed-Forces,Other,Male,Assoc-voc,United-States,Never-married
43,Federal-gov,Adm-clerical,Asian-Pac-Islander,Male,11th,United-States,Never-married
73,Without-pay,Priv-house-serv,White,Female,Bachelors,United-States,Married-spouse-absent
65,Self-emp-not-inc,Machine-op-inspct,White,Female,10th,England,Widowed
82,Local-gov,Priv-house-serv,Black,Female,10th,Japan,Separated
40,Self-emp-not-inc,Handlers-cleaners,White,Female,11th,United-States,Never-married
78,Local-gov,Sales,Other,Male,Masters,United-States,Married-AF-spouse
81,State-gov,Craft-repair,Asian-Pac-Islander,Male,Doctorate,United-States,Married-AF-spouse
61,Federal-gov,Prof-specialty,Asian-Pac-Islander,Female,9th,Nicaragua,Widowed
43,Federal-gov,Machine-op-inspct,Amer-Indian-Eskimo,Female,Some-college,United-States,Married-spouse-absent
23,Self-emp-not-inc,Other-service,Other,Female,9th,United-States,Never-married
59,Self-emp-not-inc,Tech-support,White,Male,Bachelors,United-States,Separated
30,Self-emp-inc,Prof-specialty,Other,Female,11th,Trinadad&Tobago,Never-married
58,Self-emp-not-inc,Protective-serv,Other,Female,Assoc-voc,United-States,Married-civ-spouse
80,Federal-gov,Handlers-cleaners,Amer-Indian-Eskimo,Female,Masters,United-States,Separated
37,Self-emp-inc,Adm-clerical,Black,Male,9th,United-States,Married-spouse-absent
54,Local-gov,Tech-support,Other,Male,HS-grad,United-States,Widowed
24,State-gov,Farming-fishing,Black,Female,12th,United-States,Married-AF-spouse
50,Private,Craft-repair,Black,Male,7th-8th,United-States,Widowed
24,Self-emp-inc,Machine-op-inspct,Asian-Pac-Islander,Male,7th-8th,United-States,Married-civ-spouse
57,Local-gov,Tech-support,Black,Female,Doctorate,United-States,Widowed
90,Without-pay,Machine-op-inspct,Asian-Pac-Islander,Female,Some-college,United-States,Married-civ-spouse
27,State-gov,Priv-house-serv,Black,Female,10th,England,Divorced
66,State-gov,Sales,Amer-Indian-Eskimo,Male,7th-8th,United-States,Married-AF-spouse
87,Self-emp-inc,Adm-clerical,Black,Male,HS-grad,United-States,Widowed
54,Federal-gov,Adm-clerical,Black,Female,7th-8th,England,Married-civ-spouse
79,Private,Adm-clerical,White,Female,7th-8th,United-States,Separated
83,State-gov,Handlers-cleaners,White,Male,7th-8th,United-States,Never-married
66,State-gov,Priv-house-serv,Other,Male,Doctorate,United-States,Never-married
81,Local-gov,Exec-managerial,Asian-Pac-Islander,Female,Assoc-acdm,United-States,Married-AF-spouse
38,Local-gov,Protective-serv,Amer-Indian-Eskimo,Male,10th,United-States,Married-spouse-absent
43,Local-gov,Tech-support,Other,Male,Assoc-voc,United-States,Married-spouse-absent
54,Private,Farming-fishing,Asian-Pac-Islander,Female,Some-college,United-States,Widowed
55,Private,Protective-serv,Amer-Indian-Eskimo,Male,1st-4th,United-States,Never-married
56,Private,Adm-clerical,Black,Female,Bachelors,United-States,Never-married
56,Self-emp-not-inc,Craft-repair,White,Female,11th,Trinadad&Tobago,Married-civ-spouse
36,Self-emp-inc,Prof-specialty,Asian-Pac-Islander,Male,5th-6th,United-States,Married-civ-spouse
47,Federal-gov,Prof-specialty,Amer-Indian-Eskimo,Female,9th,United-States,Married-civ-spouse
71,State-gov,Priv-house-serv,Other,Female,9th,United-States,Widowed
48,Local-gov,Priv-house-serv,Asian-Pac-Islander,Male,Bachelors,United-States,Divorced
18,State-gov,Sales,Other,Male,Masters,United-States,Divorced
64,Without-pay,Priv-house-serv,White,Male,Preschool,United-States,Married-spouse-absent
56,Federal-gov,Tech-support,Black,Male,Masters,United-States,Married-civ-spouse
77,Self-emp-not-inc,Machine-op-inspct,Other,Male,10th,United-States,Married-spouse-absent
52,Federal-gov,Armed-Forces,Asian-Pac-Islander,Female,Masters,United-States,Divorced
31,State-gov,Farming-fishing,Black,Female,Doctorate,United-States,Married-AF-spouse
74,Without-pay,Other-service,White,Female,Doctorate,United-States,Widowed
21,Federal-gov,Protective-serv,Other,Female,Some-college,United-States,Divorced
63,Local-gov,Adm-clerical,Asian-Pac-Islander,Female,10th,United-States,Never-married
66,Federal-gov,Farming-fishing,Other,Female,Some-college,United-States,Never-married
18,Federal-gov,Priv-house-serv,Asian-Pac-Islander,Male,11th,United-States,Married-AF-spouse
79,Private,Prof-specialty,Other,Male,1st-4th,United-States,Married-spouse-absent
74,Without-pay,Priv-house-serv,White,Male,HS-grad,United-States,Married-civ-spouse
20,Self-emp-not-inc,Prof-specialty,Asian-Pac-Islander,Female,7th-8th,United-States,Separated
39,Self-emp-not-inc,Craft-repair,Amer-Indian-Eskimo,Female,1st-4th,Laos,Separated
23,Private,Sales,Amer-Indian-Eskimo,Male,9th,United-States,Married-AF-spouse
80,Without-pay,Protective-serv,Other,Male,HS-grad,United-States,Married-AF-spouse
47,Without-pay,Adm-clerical,Amer-Indian-Eskimo,Female,Doctorate,United-States,Married-AF-spouse
64,Self-emp-inc,Craft-repair,White,Male,10th,United-States,Married-AF-spouse
37,State-gov,Exec-managerial,Asian-Pac-Islander,Female,Assoc-acdm,United-States,Widowed
21,Local-gov,Craft-repair,Other,Male,10th,United-States,Married-AF-spouse
23,Without-pay,Adm-clerical,Other,Male,10th,United-States,Widowed
24,Self-emp-inc,Farming-fishing,Amer-Indian-Eskimo,Female,Assoc-voc,United-States,Married-AF-spouse
48,Without-pay,Exec-managerial,Asian-Pac-Islander,Male,Some-college,United-States,Married-spouse-absent
63,State-gov,Priv-house-serv,White,Male,1st-4th,Hungary,Divorced
66,Federal-gov,Priv-house-serv,Amer-Indian-Eskimo,Female,Masters,United-States,Married-civ-spouse
68,Self-emp-inc,Craft-repair,Black,Male,1st-4th,United-States,Never-married
28,Federal-gov,Exec-managerial,White,Female,9th,United-States,Married-AF-spouse
58,Self-emp-inc,Exec-managerial,Amer-Indian-Eskimo,Male,10th,United-States,Widowed
24,Without-pay,Prof-specialty,Asian-Pac-Islander,Female,7th-8th,United-States,Married-AF-spouse
49,Private,Machine-op-inspct,Black,Male,HS-grad,United-States,Divorced
48,Self-emp-inc,Armed-Forces,Asian-Pac-Islander,Male,HS-grad,United-States,Married-civ-spouse
35,Federal-gov,Farming-fishing,Amer-Indian-Eskimo,Female,5th-6th,United-States,Widowed
90,Local-gov,Farming-fishing,White,Male,12th,Hungary,Married-civ-spouse
52,Self-emp-not-inc,Protective-serv,White,Female,Preschool,United-States,Married-spouse-absent
72,Federal-gov,Sales,Asian-Pac-Islander,Male,Prof-school,United-States,Divorced
40,Without-pay,Machine-op-inspct,White,Female,1st-4th,United-States,Married-AF-spouse
44,Self-emp-inc,Exec-managerial,Black,Female,HS-grad,United-States,Divorced
21,Self-emp-not-inc,Exec-managerial,Other,Male,7th-8th,United-States,Divorced
77,Self-emp-not-inc,Exec-managerial,Other,Male,Doctorate,United-States,Married-AF-spouse
30,Federal-gov,Transport-moving,Asian-Pac-Islander,Male,10th,United-States,Divorced
67,Private,Handlers-cleaners,Asian-Pac-Islander,Male,12th,Peru,Divorced
33,Local-gov,Other-service,Amer-Indian-Eskimo,Male,Prof-school,Cuba,Widowed
70,Self-emp-inc,Priv-house-serv,Black,Female,Masters,United-States,Divorced
85,State-gov,Sales,Amer-Indian-Eskimo,Female,Preschool,United-States,Widowed
67,Local-gov,Farming-fishing,White,Male,Assoc-acdm,United-States,Never-married
75,Without-pay,Protective-serv,Other,Female,Preschool,United-States,Married-spouse-absent
19,Self-emp-not-inc,Handlers-cleaners,White,Female,Masters,United-States,Separated
57,Federal-gov,Armed-Forces,Amer-Indian-Eskimo,Male,1st-4th,United-States,Widowed
79,Without-pay,Protective-serv,Other,Male,Masters,United-States,Married-civ-spouse
61,Self-emp-inc,Craft-repair,Amer-Indian-Eskimo,Female,1st-4th,United-States,Widowed
47,Without-pay,Sales,Black,Female,Doctorate,France,Never-married
30,State-gov,Handlers-cleaners,Other,Female,1st-4th,United-States,Married-spouse-absent
57,Self-emp-inc,Adm-clerical,Other,Male,Preschool,United-States,Separated
62,State-gov,Other-service,Amer-Indian-Eskimo,Female,10th,United-States,Widowed
29,State-gov,Adm-clerical,Black,Male,Bachelors,United-States,Married-civ-spouse
29,Without-pay,Exec-managerial,Black,Male,HS-grad,United-States,Married-spouse-absent
27,Without-pay,Exec-managerial,Black,Male,Some-college,United-States,Divorced
19,Local-gov,Craft-repair,Amer-Indian-Eskimo,Male,10th,United-States,Separated
39,Self-emp-not-inc,Craft-repair,Asian-Pac-Islander,Female,Preschool,United-States,Married-civ-spouse
27,Without-pay,Other-service,Asian-Pac-Islander,Male,12th,United-States,Married-spouse-absent
24,Federal-gov,Craft-repair,White,Female,Bachelors,United-States,Divorced
87,Federal-gov,Priv-house-serv,Other,Female,HS-grad,United-States,Widowed
39,Self-emp-inc,Prof-specialty,Amer-Indian-Eskimo,Male,7th-8th,United-States,Married-civ-spouse
69,Federal-gov,Protective-serv,White,Male,Doctorate,United-States,Separated
47,Local-gov,Handlers-cleaners,Asian-Pac-Islander,Female,Assoc-voc,Hungary,Never-married
26,Self-emp-inc,Priv-house-serv,Amer-Indian-Eskimo,Male,1st-4th,United-States,Married-spouse-absent
82,Self-emp-not-inc,Transport-moving,Black,Male,Assoc-acdm,United-States,Married-spouse-absent
66,State-gov,Tech-support,Other,Female,Some-college,United-States,Married-AF-spouse
32,Local-gov,Machine-op-inspct,Other,Female,Doctorate,United-States,Married-spouse-absent
27,Local-gov,Craft-repair,White,Male,Preschool,United-States,Separated
82,Federal-gov,Other-service,Black,Male,10th,United-States,Never-married
38,State-gov,Tech-support,Other,Female,9th,United-States,Widowed
20,State-gov,Other-service,Other,Male,1st-4th,United-States,Never-married
75,Local-gov,Sales,Other,Male,Assoc-acdm,United-States,Divorced
17,Self-emp-inc,Priv-house-serv,Amer-Indian-Eskimo,Male,Doctorate,United-States,Married-civ-spouse
60,Local-gov,Other-service,Other,Male,Assoc-voc,United-States,Separated
69,Local-gov,Transport-moving,Asian-Pac-Islander,Male,10th,Thailand,Divorced
55,Without-pay,Exec-managerial,Asian-Pac-Islander,Female,Some-college,United-States,Married-spouse-absent
63,Self-emp-not-inc,Armed-Forces,White,Female,Doctorate,United-States,Married-civ-spouse
50,Without-pay,Other-service,Other,Female,Doctorate,United-States,Widowed
29,Self-emp-not-inc,Exec-managerial,White,Female,Prof-school,United-States,Married-civ-spouse
66,Without-pay,Adm-clerical,Asian-Pac-Islander,Female,9th,Trinadad&Tobago,Widowed
47,Without-pay,Prof-specialty,Black,Male,1st-4th,United-States,Widowed
70,Self-emp-inc,Machine-op-inspct,Black,Female,Some-college,Taiwan,Separated
67,Without-pay,Exec-managerial,Black,Female,Assoc-acdm,United-States,Married-spouse-absent
78,Self-emp-inc,Tech-support,Amer-Indian-Eskimo,Male,Prof-school,United-States,Separated
22,Self-emp-inc,Priv-house-serv,Amer-Indian-Eskimo,Female,10th,United-States,Never-married
32,State-gov,Prof-specialty,White,Male,11th,United-States,Married-civ-spouse
76,State-gov,Prof-specialty,Asian-Pac-Islander,Female,12th,United-States,Married-spouse-absent
82,Federal-gov,Transport-moving,Amer-Indian-Eskimo,Male,Masters,United-States,Widowed
45,Self-emp-not-inc,Machine-op-inspct,Black,Female,9th,El-Salvador,Married-AF-spouse
65,State-gov,Handlers-cleaners,Black,Male,10th,United-States,Married-spouse-absent
71,Self-emp-inc,Machine-op-inspct,White,Male,1st-4th,United-States,Separated
72,Federal-gov,Sales,Other,Male,9th,United-States,Never-married
66,Local-gov,Other-service,Amer-Indian-Eskimo,Male,Assoc-voc,United-States,Married-spouse-absent
54,Self-emp-inc,Tech-support,Asian-Pac-Islander,Female,7th-8th,United-States,Never-married
17,State-gov,Protective-serv,White,Female,Assoc-acdm,United-States,Married-spouse-absent
62,Local-gov,Craft-repair,Other,Male,9th,Dominican-Republic,Widowed
39,Federal-gov,Farming-fishing,Black,Male,7th-8th,United-States,Widowed
37,Local-gov,Handlers-cleaners,Black,Female,7th-8th,United-States,Separated
22,Self-emp-inc,Exec-managerial,Black,Female,Prof-school,United-States,Married-AF-spouse
20,Local-gov,Machine-op-inspct,Asian-Pac-Islander,Female,5th-6th,United-States,Married-AF-spouse
79,Private,Farming-fishing,White,Female,10th,United-States,Married-civ-spouse
86,Without-pay,Farming-fishing,Asian-Pac-Islander,Male,5th-6th,United-States,Divorced
65,Federal-gov,Other-service,Other,Male,Preschool,United-States,Married-spouse-absent
44,Self-emp-not-inc,Protective-serv,Black,Male,12th,United-States,Married-AF-spouse
20,State-gov,Machine-op-inspct,Other,Female,Doctorate,United-States,Separated
42,Local-gov,Priv-house-serv,Other,Female,1st-4th,United-States,Widowed
62,Without-pay,Machine-op-inspct,Asian-Pac-Islander,Male,Assoc-acdm,El-Salvador,Widowed
52,Self-emp-not-inc,Handlers-cleaners,Other,Female,Preschool,Guatemala,Separated
30,Local-gov,Protective-serv,White,Male,HS-grad,United-States,Separated
64,Self-emp-inc,Handlers-cleaners,Asian-Pac-Islander,Male,12th,United-States,Married-spouse-absent
85,Without-pay,Machine-op-inspct,Other,Female,Masters,United-States,Married-civ-spouse
79,Private,Tech-support,Asian-Pac-Islander,Male,1st-4th,United-States,Widowed
35,Local-gov,Armed-Forces,Amer-Indian-Eskimo,Female,Some-college,United-States,Married-civ-spouse
61,Federal-gov,Farming-fishing,White,Female,Doctorate,United-States,Married-spouse-absent
63,Private,Tech-support,Other,Female,Assoc-acdm,United-States,Married-spouse-absent
87,Self-emp-inc,Transport-moving,Other,Female,7th-8th,United-States,Married-spouse-absent
57,Federal-gov,Adm-clerical,Black,Male,Assoc-acdm,United-States,Married-AF-spouse
59,Private,Priv-house-serv,Amer-Indian-Eskimo,Male,Assoc-acdm,United-States,Widowed
24,Self-emp-not-inc,Adm-clerical,Amer-Indian-Eskimo,Female,10th,United-States,Widowed
38,Federal-gov,Protective-serv,White,Female,Assoc-voc,United-States,Widowed
79,Local-gov,Farming-fishing,Asian-Pac-Islander,Female,Preschool,United-States,Never-married
74,Self-emp-inc,Machine-op-inspct,Amer-Indian-Eskimo,Male,Prof-school,United-States,Married-civ-spouse
61,Without-pay,Transport-moving,White,Female,1st-4th,United-States,Married-civ-spouse
19,Private,Transport-moving,White,Female,Some-college,United-States,Married-civ-spouse
77,Without-pay,Machine-op-inspct,Asian-Pac-Islander,Male,1st-4th,United-States,Separated
85,Without-pay,Adm-clerical,Amer-Indian-Eskimo,Male,10th,United-States,Divorced
17,Federal-gov,Other-service,White,Female,Prof-school,United-States,Married-AF-spouse
72,Without-pay,Exec-managerial,White,Female,Some-college,United-States,Married-AF-spouse
62,Without-pay,Sales,Other,Male,1st-4th,United-States,Married-spouse-absent
36,Self-emp-inc,Armed-Forces,Black,Female,Masters,United-States,Married-civ-spouse
75,State-gov,Handlers-cleaners,White,Male,Preschool,United-States,Separated
35,Federal-gov,Sales,Asian-Pac-Islander,Female,Bachelors,United-States,Separated
63,Self-emp-not-inc,Farming-fishing,Amer-Indian-Eskimo,Female,12th,United-States,Never-married
84,Self-emp-inc,Priv-house-serv,Amer-Indian-Eskimo,Female,12th,Scotland,Widowed
86,Private,Other-service,Amer-Indian-Eskimo,Male,Assoc-voc,United-States,Married-AF-spouse
35,Without-pay,Protective-serv,Other,Female,7th-8th,United-States,Never-married
32,Self-emp-not-inc,Exec-managerial,White,Female,Doctorate,United-States,Never-married
79,Local-gov,Farming-fishing,White,Male,Assoc-voc,United-States,Separated
48,Self-emp-inc,Other-service,Black,Female,5th-6th,Honduras,Widowed
60,Federal-gov,Protective-serv,Other,Female,Prof-school,United-States,Married-spouse-absent
82,State-gov,Farming-fishing,White,Female,Masters,United-States,Widowed
66,Self-emp-not-inc,Protective-serv,White,Female,Some-college,United-States,Widowed
57,Without-pay,Handlers-cleaners,Asian-Pac-Islander,Male,11th,United-States,Married-civ-spouse
80,Federal-gov,Craft-repair,Black,Male,Some-college,United-States,Never-married
62,Self-emp-inc,Sales,Other,Male,Assoc-acdm,Philippines,Married-AF-spouse
40,Federal-gov,Machine-op-inspct,Other,Male,7th-8th,United-States,Married-spouse-absent
49,State-gov,Protective-serv,Other,Male,5th-6th,United-States,Separated
35,State-gov,Tech-support,Black,Female,1st-4th,United-States,Married-civ-spouse
60,Self-emp-not-inc,Craft-repair,Black,Female,Prof-school,United-States,Married-civ-spouse
26,Self-emp-not-inc,Machine-op-inspct,Amer-Indian-Eskimo,Female,12th,United-States,Never-married
71,State-gov,Adm-clerical,Asian-Pac-Islander,Male,11th,United-States,Separated
80,Private,Protective-serv,Other,Male,Doctorate,United-States,Married-AF-spouse
32,Self-emp-inc,Farming-fishing,Amer-Indian-Eskimo,Female,Assoc-voc,United-States,Married-AF-spouse
39,Federal-gov,Exec-managerial,Asian-Pac-Islander,Female,Assoc-voc,United-States,Married-AF-spouse
86,Local-gov,Handlers-cleaners,Other,Male,Assoc-acdm,United-States,Separated
30,Without-pay,Farming-fishing,Black,Male,7th-8th,United-States,Married-AF-spouse
78,State-gov,Priv-house-serv,Amer-Indian-Eskimo,Female,Masters,United-States,Separated
56,Local-gov,Other-service,Other,Male,10th,United-States,Married-civ-spouse
89,Private,Protective-serv,Black,Female,7th-8th,United-States,Separated
76,Private,Farming-fishing,Asian-Pac-Islander,Female,Prof-school,Italy,Married-AF-spouse
19,Self-emp-inc,Machine-op-inspct,Asian-Pac-Islander,Female,Some-college,United-States,Married-spouse-absent
41,Without-pay,Machine-op-inspct,Black,Female,11th,United-States,Married-civ-spouse
50,State-gov,Sales,Asian-Pac-Islander,Male,Assoc-acdm,Mexico,Widowed
60,Private,Prof-specialty,Black,Male,Some-college,United-States,Married-spouse-absent
33,Federal-gov,Sales,Other,Female,Assoc-acdm,United-States,Married-AF-spouse
29,Private,Other-service,Asian-Pac-Islander,Male,Masters,Iran,Never-married
57,Self-emp-not-inc,Adm-clerical,White,Male,Masters,United-States,Separated
89,Local-gov,Tech-support,Other,Male,Bachelors,United-States,Widowed
63,Self-emp-not-inc,Farming-fishing,Asian-Pac-Islander,Male,Masters,United-States,Divorced
32,Federal-gov,Adm-clerical,Other,Female,Doctorate,Italy,Never-married
70,Federal-gov,Transport-moving,Black,Female,Prof-school,United-States,Married-civ-spouse
35,Local-gov,Adm-clerical,Amer-Indian-Eskimo,Male,1st-4th,Hong,Separated
38,State-gov,Craft-repair,Other,Female,Assoc-voc,United-States,Married-civ-spouse
27,Private,Protective-serv,Amer-Indian-Eskimo,Male,Masters,United-States,Widowed
78,Local-gov,Transport-moving,Amer-Indian-Eskimo,Male,12th,France,Separated
86,Self-emp-inc,Craft-repair,White,Female,9th,United-States,Married-civ-spouse
54,Federal-gov,Transport-moving,Black,Female,9th,Vietnam,Divorced
52,Federal-gov,Sales,Amer-Indian-Eskimo,Male,1st-4th,United-States,Never-married
59,Self-emp-inc,Sales,Black,Female,12th,United-States,Separated
32,Federal-gov,Machine-op-inspct,White,Female,7th-8th,Trinadad&Tobago,Married-spouse-absent
26,Federal-gov,Armed-Forces,Other,Male,HS-grad,Thailand,Married-spouse-absent
31,Self-emp-not-inc,Adm-clerical,Black,Male,5th-6th,United-States,Never-married
70,Private,Farming-fishing,Other,Female,12th,United-States,Married-spouse-absent
46,Federal-gov,Sales,Black,Male,Masters,United-States,Widowed
36,Federal-gov,Armed-Forces,Asian-Pac-Islander,Male,1st-4th,United-States,Married-civ-spouse
60,Federal-gov,Machine-op-inspct,Other,Male,1st-4th,United-States,Divorced
21,State-gov,Transport-moving,Amer-Indian-Eskimo,Male,Prof-school,United-States,Married-AF-spouse
55,Private,Prof-specialty,Amer-Indian-Eskimo,Female,7th-8th,United-States,Separated
76,State-gov,Transport-moving,Asian-Pac-Islander,Female,9th,United-States,Married-civ-spouse
54,Without-pay,Adm-clerical,Asian-Pac-Islander,Female,9th,United-States,Married-civ-spouse
61,Self-emp-not-inc,Handlers-cleaners,White,Male,Assoc-voc,Haiti,Married-spouse-absent
18,Without-pay,Exec-managerial,Other,Male,7th-8th,Haiti,Married-civ-spouse
71,State-gov,Tech-support,Other,Female,Doctorate,United-States,Divorced
32,Without-pay,Transport-moving,Black,Female,9th,United-States,Married-spouse-absent
65,Without-pay,Protective-serv,Asian-Pac-Islander,Male,5th-6th,United-States,Never-married
82,Local-gov,Handlers-cleaners,Black,Female,HS-grad,United-States,Married-spouse-absent
43,Without-pay,Priv-house-serv,Other,Male,Bachelors,Guatemala,Never-married
17,Without-pay,Armed-Forces,Black,Male,11th,United-States,Never-married
79,Without-pay,Tech-support,Asian-Pac-Islander,Male,11th,South,Divorced
72,Private,Protective-serv,Other,Female,7th-8th,Jamaica,Divorced
37,Self-emp-inc,Protective-serv,Black,Male,Doctorate,United-States,Married-AF-spouse
40,Local-gov,Transport-moving,Black,Female,10th,United-States,Never-married
31,Federal-gov,Craft-repair,Asian-Pac-Islander,Male,5th-6th,United-States,Married-civ-spouse
62,Federal-gov,Machine-op-inspct,Amer-Indian-Eskimo,Male,Doctorate,United-States,Married-spouse-absent
75,Without-pay,Farming-fishing,Asian-Pac-Islander,Female,HS-grad,United-States,Separated
75,Without-pay,Tech-support,Asian-Pac-Islander,Female,Some-college,United-States,Married-AF-spouse
19,Local-gov,Protective-serv,Amer-Indian-Eskimo,Male,HS-grad,United-States,Widowed
26,Private,Adm-clerical,Other,Female,Assoc-acdm,United-States,Married-spouse-absent
90,Federal-gov,Exec-managerial,Black,Male,1st-4th,United-States,Divorced
81,Self-emp-inc,Armed-Forces,White,Female,1st-4th,United-States,Divorced
33,Private,Transport-moving,Black,Male,Preschool,United-States,Separated
37,Self-emp-not-inc,Craft-repair,Asian-Pac-Islander,Male,10th,United-States,Widowed
17,Federal-gov,Protective-serv,Black,Male,Assoc-voc,United-States,Married-civ-spouse
37,Self-emp-inc,Exec-managerial,Other,Male,Doctorate,United-States,Married-AF-spouse
30,Local-gov,Sales,Amer-Indian-Eskimo,Female,Doctorate,United-States,Married-civ-spouse
50,Private,Tech-support,Asian-Pac-Islander,Male,HS-grad,United-States,Married-spouse-absent
50,Private,Other-service,Black,Female,Assoc-acdm,United-States,Married-civ-spouse
20,Local-gov,Priv-house-serv,Other,Female,12th,United-States,Widowed
55,Self-emp-inc,Other-service,Other,Female,Prof-school,United-States,Married-civ-spouse
83,Private,Armed-Forces,Amer-Indian-Eskimo,Male,1st-4th,United-States,Married-civ-spouse
18,Self-emp-inc,Machine-op-inspct,White,Female,Preschool,United-States,Married-AF-spouse
23,State-gov,Adm-clerical,Other,Male,Assoc-acdm,United-States,Married-spouse-absent
49,Private,Sales,Asian-Pac-Islander,Male,11th,United-States,Married-spouse-absent
39,Private,Exec-managerial,Other,Female,Assoc-acdm,United-States,Never-married
34,Without-pay,Craft-repair,Black,Male,5th-6th,United-States,Married-spouse-absent
68,Local-gov,Machine-op-inspct,Black,Male,Some-college,United-States,Divorced
79,Self-emp-not-inc,Tech-support,Amer-Indian-Eskimo,Female,10th,Cambodia,Widowed
31,Federal-gov,Prof-specialty,Asian-Pac-Islander,Female,12th,United-States,Separated
73,Private,Other-service,White,Female,5th-6th,United-States,Separated
83,Self-emp-inc,Farming-fishing,White,Male,HS-grad,United-States,Married-spouse-absent
37,Self-emp-not-inc,Armed-Forces,Amer-Indian-Eskimo,Female,Doctorate,United-States,Married-spouse-absent
29,Self-emp-not-inc,Farming-fishing,White,Female,10th,United-States,Married-AF-spouse
38,Self-emp-inc,Tech-support,Black,Female,Assoc-voc,Portugal,Never-married
55,State-gov,Craft-repair,Black,Male,10th,United-States,Married-AF-spouse
89,Local-gov,Machine-op-inspct,Black,Female,10th,United-States,Married-civ-spouse
18,Self-emp-not-inc,Protective-serv,Black,Female,Prof-school,Scotland,Married-AF-spouse
